Bait	GeneName	CellTypes	InWeb	BioPlex	iRefIndex	HuRI	STRING	PCNet
ARHGEF26	HSPB1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ICAM1	SMC	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ARHGEF26	IFI16	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	IFI44	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	IFIT1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	IFIT3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	IFIT5	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	IGF2R	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	IMPDH2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	INF2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ISG15	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ITPR3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	JAK1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	KDELR2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	KIF13B	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	KIF1B	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	KIF1C	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	KIF5B	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	KLC1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	KLC2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	KPNA1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	KPNA3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	KPNA6	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	LAP3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	LARP1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	LDHA	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	LOXL2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	LPP	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	LRRC47	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	LRRFIP2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	LTBP1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	LYAR	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MAGED2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MAP1S	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MAP3K7	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MAP4K4	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MAPK6	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MAPKAPK5	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MAPRE2	EC	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ARHGEF26	MCM3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MCM5	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MIF	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MLKL	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MTCL1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MTDH	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MVP	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MX1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MX2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MYCBP	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MYD88	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MYH10	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MYH11	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MYH9	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MYL12A	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MYL6	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MYL6B	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MYL9	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	MYO6	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	NAGK	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	NCL	EC, SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	NDUFA10	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	NECAP2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	NOL4L	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	NPM1	EC, SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	NSFL1C	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	NSUN2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	NT5C2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	NUDT21	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	NUP155	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	OAS2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	OAS3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	OASL	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	OPTN	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	P3H3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PAPSS2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PARP14	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PATL1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PDCL	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PDIA6	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PFKFB2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PFKFB3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PFN2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PGRMC1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PHKA1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PHRF1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PKM	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PML	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	POLR2A	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PPIA	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PPIB	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PPM1A	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PPM1B	EC, SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PPM1G	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PRMT5	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PRPF31	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PRPF4	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PRPF6	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PRPF8	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PRUNE2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PSMA4	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PSMA5	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PSMD2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	PTBP1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RAB3GAP1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RAB3GAP2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RAC2	EC	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ARHGEF26	RAD21	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RAD50	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RANBP1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RIC8A	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RIOK1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RNF213	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RNH1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RNMT	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPA1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPA2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPA3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL10	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL10A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL11	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL12	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL13	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL13A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL14	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL15	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL18A	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL19	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL21	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL24	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL27	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL28	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL3	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL30	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL34	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL35	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL35A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL37A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL4	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL6	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL7	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL7A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPL8	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPLP2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPRD2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPS11	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPS24	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPS8	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RPS9	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	RRBP1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	S100A10	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SACM1L	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SAMHD1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SARS2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SCRIB	EC	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ARHGEF26	SCYL1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SCYL2	EC, SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SEC61B	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SERPINB8	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SERPINB9	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SH3GL1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SH3PXD2B	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SHANK3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SLAIN2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SLC25A3	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SLFN5	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SMARCA1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SMARCA5	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SMCHD1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SMTN	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SNRPD2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SNTB2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SPIN1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SPINDOC	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SPTAN1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SPTBN1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SQOR	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SRP68	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SRP72	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SRRM2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SSB	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SSBP1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	STAT1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	STAT3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	STK38	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	STK38L	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	SUN2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TAB1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TAB2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TAPBP	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TARDBP	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TCP1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TENT2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TGM2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	THBS2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	THRAP3	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TMED2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TMEM102	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TNIK	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TNPO1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TOR1AIP1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TPM1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TPM2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TPM4	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TRAPPC9	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TRIM21	EC, SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TRIM25	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TRIP6	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TRMT10C	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TTN	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TWF1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	TXNDC12	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	UBE2L6	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	USP15	EC, SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	UTRN	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	VAPA	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	VIM	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	VPS33A	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	VPS41	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	WARS1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	WDR77	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	XRCC5	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	XRCC6	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	YLPM1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ZC3HAV1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ACAP2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ACOT9	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ACTN4	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ACTR1A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ADAR	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ADD3	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	AKAP11	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	AMPD2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ANGPTL4	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ANKFY1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ANPEP	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	AP2A1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	AP2M1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	AP2S1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	APEX1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ARCN1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ARHGAP22	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ARL6IP4	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ASPH	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ATP1A1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ATP5F1A	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ATP5PO	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	ATP6V1A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	BMS1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	BOLA2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CALM2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CALR	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CALU	EC, SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CAPZA1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CAPZA2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CAPZB	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CBR1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CCAR2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CCDC9	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CCT2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CCT4	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CCT5	EC	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
BCAS3	CCT6B	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CCT7	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CCT8	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CEP350	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CHD2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CHD4	EC	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
BCAS3	CKAP4	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CKAP5	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CMBL	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	COPA	EC, SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	COX6C	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CPSF6	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CRIP2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	CSDE1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	DAPK3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	DARS1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	DCTN1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	DCTN2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	DCTN3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	DDX3Y	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	DDX60	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	DERPC	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	DNAJA2	EC	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
BCAS3	DNAJC10	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	DNAJC19	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	DNAJC8	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	DOCK4	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	DPP7	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	DYNC1H1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
BCAS3	DYNC1I2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	EEF1B2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	EEF1D	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	EEF1G	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	EFEMP1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	EHD2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	EIF2AK2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BCAS3	EIF2S2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
