Interactor	NumBaits	Baits
MRPL9	1	FN1
MRPS11	1	PLPP3
MRPS15	1	PLPP3
MRPS17	1	PLPP3
MRPS2	1	PLPP3
MRPS24	1	BCAS3
MRPS25	1	BCAS3
MRPS28	1	PLPP3
MRPS31	1	PLPP3
MRPS5	1	BCAS3
MRPS9	1	PLPP3
MSH2	1	PLPP3
MTA1	1	EDN1
MTHFD1L	1	PLPP3
MTHFSD	1	FN1
MTMR3	1	JCAD
MX1	1	ARHGEF26
MX2	1	ARHGEF26
MYADM	1	PLPP3
MYBBP1A	1	FN1
MYCBP	1	EDN1
MYCT1	1	PLPP3
MYD88	1	ARHGEF26
MYH14	1	FLT1
MYL10	1	FLT1
MYL12B	1	FLT1
MYO1C	1	BCAS3
NAGK	1	ARHGEF26
NAMPT	1	EDN1
NAT10	1	PLPP3
NAV1	1	PLPP3
NCBP1	1	EDN1
NCBP3	1	JCAD
NCOA2	1	FN1
NDUFA10	1	ARHGEF26
NECAP2	1	ARHGEF26
NELFE	1	PLPP3
NEMF	1	PLPP3
NES	1	FN1
NEURL4	1	PLPP3
NF2	1	PLPP3
NID1	1	FN1
NLRP1	1	FN1
NMT1	1	PLPP3
NOB1	1	JCAD
NOL4	1	PLPP3
NOL4L	1	ARHGEF26
NONO	1	FLT1
NOP14	1	PLPP3
NSFL1C	1	ARHGEF26
NSUN2	1	ARHGEF26
NT5E	1	PLPP3
NUCKS1	1	PLPP3
NUFIP2	1	FLT1
NUMB	1	FLT1
NUP155	1	ARHGEF26
NUP98	1	FLT1
OAS3	1	ARHGEF26
OBI1	1	PLPP3
OFD1	1	JCAD
OPTN	1	ARHGEF26
OS9	1	PLPP3
OSBPL3	1	FN1
OTUD4	1	EDN1
P3H3	1	ARHGEF26
P4HA1	1	EDN1
PABPC1	1	PLPP3
PABPC4	1	PLPP3
PAM16	1	PLPP3
PAPSS2	1	ARHGEF26
PARD3	1	FN1
PARK7	1	BCAS3
PARP1	1	FLT1
PARP12	1	FN1
PARP14	1	ARHGEF26
PARP4	1	FN1
PATL1	1	ARHGEF26
PCBP1	1	FLT1
PCMT1	1	FN1
PCNP	1	BCAS3
PCNT	1	JCAD
PDAP1	1	PLPP3
PDCD6	1	FN1
PDCL	1	ARHGEF26
PDE4D	1	FLT1
PDIA3	1	BCAS3
PDS5B	1	PLPP3
PEAK1	1	FN1
PFKFB2	1	ARHGEF26
PFKFB3	1	ARHGEF26
PFKL	1	PLPP3
PFN2	1	ARHGEF26
PGRMC1	1	ARHGEF26
PHAX	1	PLPP3
PHB2	1	FN1
PHF5A	1	FLT1
PHF6	1	JCAD
PHKA1	1	ARHGEF26
PHLDB1	1	PLPP3
PHLDB2	1	PLPP3
PIBF1	1	JCAD
PLD1	1	PLPP3
PLEC	1	FN1
PLG	1	FN1
PLOD2	1	EDN1
PLPP1	1	PLPP3
PML	1	ARHGEF26
PNN	1	FLT1
PNPLA6	1	PLPP3
POLDIP3	1	FLT1
POLR2A	1	ARHGEF26
PPIB	1	PLPP3
PPIG	1	EDN1
PPM1A	1	ARHGEF26
PPP2CA	1	PLPP3
PPP2R2A	1	EDN1
PRDX2	1	EDN1
PRDX6	1	EDN1
PRKACA	1	PLPP3
PRKACB	1	PLPP3
PRKAR1B	1	PLPP3
PRKAR2A	1	JCAD
PRKAR2B	1	JCAD
PRMT1	1	EDN1
PRMT5	1	EDN1
PRPF19	1	EDN1
PRPF31	1	EDN1
PRPF4	1	ARHGEF26
PRPF40A	1	FLT1
PRPS2	1	PLPP3
PRPSAP2	1	PLPP3
PRRC2A	1	PLPP3
PRRC2B	1	PLPP3
PRRC2C	1	EDN1
PSMA1	1	BCAS3
PSMA3	1	BCAS3
PSMA4	1	EDN1
PSMA5	1	ARHGEF26
PSMB1	1	BCAS3
PSMB6	1	BCAS3
PSMC3	1	BCAS3
PSMC5	1	PLPP3
PSMD12	1	PLPP3
PSMD4	1	EDN1
PSMD7	1	PLPP3
PTCD3	1	PLPP3
PTPN14	1	PLPP3
PUF60	1	PLPP3
PURA	1	PLPP3
PYM1	1	PLPP3
QPCT	1	BCAS3
QSOX1	1	PLPP3
R3HDM1	1	PLPP3
RAB11A	1	PLPP3
RAB3GAP1	1	ARHGEF26
RAB3GAP2	1	ARHGEF26
RAB7A	1	PLPP3
RAC2	1	ARHGEF26
RAD21	1	ARHGEF26
RAI1	1	FN1
RALA	1	PLPP3
RALY	1	FN1
RANBP1	1	ARHGEF26
RANBP10	1	BCAS3
RANBP2	1	FLT1
RANBP9	1	PLPP3
RANGAP1	1	FLT1
RB1CC1	1	PLPP3
RBBP4	1	EDN1
RBFOX2	1	FN1
RBM25	1	FLT1
RBM3	1	PLPP3
RBM33	1	FN1
RBM4	1	PLPP3
RBM45	1	PLPP3
RBMS3	1	FN1
RCC2	1	PLPP3
RCL1	1	BCAS3
RCN1	1	BCAS3
RCN2	1	PLPP3
REEP5	1	PLPP3
RELCH	1	JCAD
RFC2	1	PLPP3
RFC4	1	PLPP3
RIC8A	1	ARHGEF26
RIF1	1	EDN1
RNH1	1	ARHGEF26
RNMT	1	ARHGEF26
RPA2	1	ARHGEF26
RPA3	1	ARHGEF26
RPL22	1	BCAS3
RPL23	1	PLPP3
RPL28	1	PLPP3
RPL36A	1	PLPP3
RPL36AL	1	PLPP3
RPL37A	1	FLT1
RPL38	1	PLPP3
RPL9	1	PLPP3
RPN1	1	PLPP3
RPRD2	1	ARHGEF26
RPS10	1	PLPP3
RPS12	1	PLPP3
RPS15	1	PLPP3
RPS18	1	EDN1
RPS20	1	PLPP3
RPS23	1	PLPP3
RPS25	1	PLPP3
RPS27	1	PLPP3
RPS7	1	PLPP3
RPSA	1	PLPP3
RRAS2	1	PLPP3
RRP8	1	FN1
RSBN1L	1	PLPP3
RSRC2	1	PLPP3
RTN4	1	PLPP3
RUVBL1	1	PLPP3
RUVBL2	1	PLPP3
S100A13	1	PLPP3
SACM1L	1	ARHGEF26
SAP18	1	FLT1
SARS2	1	ARHGEF26
SART1	1	EDN1
SCD	1	PLPP3
SCYL1	1	ARHGEF26
SEC11A	1	BCAS3
SEC16A	1	FLT1
SEC22B	1	FN1
SEC61B	1	PLPP3
SEC62	1	PLPP3
SEPTIN7	1	PLPP3
SERBP1	1	PLPP3
SERPINB8	1	ARHGEF26
SERPINH1	1	PLPP3
SF1	1	PLPP3
SF3A3	1	FLT1
SF3B4	1	EDN1
SF3B5	1	EDN1
SH3GL1	1	ARHGEF26
SH3GLB1	1	PLPP3
SH3PXD2B	1	ARHGEF26
SHROOM2	1	PLPP3
SLC39A7	1	PLPP3
SLFN5	1	ARHGEF26
SLK	1	PLPP3
SMARCA1	1	ARHGEF26
SMARCA4	1	FN1
SMARCA5	1	ARHGEF26
SMARCB1	1	FN1
SMARCC1	1	FN1
SMCHD1	1	ARHGEF26
SMNDC1	1	EDN1
SMTN	1	FLT1
SNAP23	1	PLPP3
SND1	1	BCAS3
SNRNP200	1	FLT1
SNRNP70	1	BCAS3
SNRPD1	1	BCAS3
SNRPD3	1	PLPP3
SNRPG	1	FLT1
SNRPGP15	1	PLPP3
SNX33	1	FN1
SORBS2	1	JCAD
SPATS2	1	PLPP3
SPECC1L	1	EDN1
SPIN1	1	EDN1
SPINDOC	1	EDN1
SRP68	1	ARHGEF26
SRP72	1	ARHGEF26
SRP9	1	PLPP3
SRPRA	1	PLPP3
SRPX	1	PLPP3
SRRM1	1	EDN1
SRRT	1	BCAS3
SRSF10	1	EDN1
SRSF11	1	PLPP3
SSBP1	1	ARHGEF26
SSBP3	1	FN1
SSRP1	1	PLPP3
STARD13	1	PLPP3
STAT1	1	ARHGEF26
STK38	1	EDN1
STK38L	1	EDN1
STRAP	1	PLPP3
STT3B	1	PLPP3
STX12	1	PLPP3
SUGP1	1	BCAS3
SUPT16H	1	PLPP3
SYNRG	1	PLPP3
TAB1	1	EDN1
TAB2	1	EDN1
TAB3	1	FN1
TACC3	1	PLPP3
TAF2	1	FLT1
TAGLN2	1	PLPP3
TAL1	1	FN1
TANC2	1	FN1
TAOK2	1	FN1
TAP2	1	BCAS3
TAPBP	1	ARHGEF26
TCIRG1	1	PLPP3
TCOF1	1	PLPP3
TENT2	1	ARHGEF26
TF	1	FN1
TFAM	1	PLPP3
TFG	1	FN1
TFIP11	1	EDN1
TIMM44	1	PLPP3
TINAGL1	1	FN1
TJP1	1	BCAS3
TJP2	1	PLPP3
TMED10	1	PLPP3
TMED9	1	PLPP3
TMEM102	1	ARHGEF26
TMEM214	1	PLPP3
TMEM41B	1	PHACTR1
TMTC3	1	PLPP3
TNIK	1	ARHGEF26
TNKS1BP1	1	EDN1
TNPO1	1	ARHGEF26
TNRC6A	1	FN1
TNRC6C	1	FN1
TOMM20	1	PLPP3
TOMM5	1	PLPP3
TOP2A	1	PLPP3
TOR1AIP1	1	ARHGEF26
TP53BP1	1	FLT1
TPM2	1	FLT1
TPM3	1	EDN1
TPP2	1	PLPP3
TRAPPC5	1	PLPP3
TRAPPC9	1	ARHGEF26
TRIM22	1	BCAS3
TRIM28	1	PLPP3
TRIM32	1	FN1
TRIM33	1	FN1
TRIM56	1	PLPP3
TRIO	1	FN1
TRIOBP	1	FN1
TRIP4	1	PLPP3
TRMT10C	1	ARHGEF26
TRMT1L	1	PLPP3
TSR1	1	PLPP3
TTN	1	ARHGEF26
TUBA1A	1	PLPP3
TUBA1C	1	FN1
TUBB	1	PLPP3
TUBGCP4	1	FN1
TUT7	1	PLPP3
TWF1	1	ARHGEF26
TXN	1	EDN1
U2AF2	1	EDN1
UBE2L6	1	ARHGEF26
UBR4	1	PHACTR1
UGDH	1	PLPP3
UNC45A	1	FLT1
UPF1	1	PLPP3
UQCRQ	1	PLPP3
USP10	1	PLPP3
USP7	1	PLPP3
UTRN	1	ARHGEF26
VAPB	1	PLPP3
VCP	1	BCAS3
VDAC1	1	EDN1
VIM	1	ARHGEF26
VPS13A	1	EDN1
VPS13C	1	FN1
VPS33A	1	ARHGEF26
VPS41	1	ARHGEF26
WDR33	1	FN1
WDR59	1	FN1
WDR61	1	PLPP3
WDR77	1	EDN1
WDR83	1	PLPP3
WNK1	1	FN1
WTIP	1	FN1
WWC2	1	FN1
XRN1	1	PLPP3
YES1	1	PLPP3
YLPM1	1	ARHGEF26
YTHDC1	1	FN1
YTHDF2	1	PLPP3
YWHAB	1	EDN1
YWHAE	1	EDN1
YWHAG	1	BCAS3
YWHAH	1	BCAS3
YWHAQ	1	PHACTR1
YWHAZ	1	BCAS3
ZC3H18	1	EDN1
ZC3H4	1	JCAD
ZC3H7B	1	PLPP3
ZFP36L1	1	FN1
ZMYM4	1	FN1
ZNF521	1	BCAS3
ZNF618	1	FN1
